message,spam
383,"solocdm < deedsmis @ aculink.net > liam bedford stated following : > > wed , 31 jul 2002 10:48:16 -0600 solocdm claiming think : > > > `` hunt , bryan '' stated following : > > > > need `` fdisk /mbr '' bootable windoze floppy > > > alternatively boot linux boot disk fdisk , delete > > > partitions . > > > need ask question concerning issue . > > > n't want get rid mbr -- destroy > > os drive . remove lilo without fdisk > > procedure ? > > fdisk /mbr restore dos mbr.. 'll leave partitions alone . > > linux fdisk deleting partitions actually leave lilo > mbr though . linux , following message output execute fdisk /mbr , even though drive read write mode : unable open /mbr mbr separate drive -- related linux drive . -- note : reply message , please include mailing list and/or newsgroup address email address : ********************************************************************* signed , solocdm -- irish linux users ' group : ilug @ linux.ie http : //www.linux.ie/mailman/listinfo/ilug ( un ) subscription information . list maintainer : listmaster @ linux.ie ",0
384,"`` breathnach , proinnsias ( dublin ) '' < breatpro @ exchange.ie.ml.com > 's wrong good ol ' www.eason.ie ? delivery n't expensive , seem reasonable stocklist ... , 've got b & [ 0 ] stores ... p [ 0 ] bricks 'n ' mortar > -- -- -original message -- -- - > > tue , aug 06 , 2002 04:21:22 +0100 , david o'callaghan wrote : > > > > > > hello , > > > > > > recommendations buying books ( technical > > > otherwise ) online , irish european sellers . > > > anywhere good selection , say , amazon > > > deals euro ? > -- irish linux users ' group social events : social @ linux.ie http : //www.linux.ie/mailman/listinfo/social ( un ) subscription information . list maintainer : listmaster @ linux.ie ",0
385,victor < victord @ paid.com > way find files box belong rpm package ? thanks _______________________________________________ rpm-list mailing list < rpm-list @ freshrpms.net > http : //lists.freshrpms.net/mailman/listinfo/rpm-list ,0
386,"rick moen < rick @ linuxmafia.com > quoting stephen_reilly @ dell.com ( stephen_reilly @ dell.com ) : > make sound incompatibility deliberately built > new systems . products company sell linux > installed easily reinstalled linux . products sold > windows may . said 've never found dell > system impossible put rh . one two headaches > past , though . wanted second stephen says , independent perspective : times 've encountered obstacle installing current linux distributions dell boxes , 's dell early adopter ( e.g . ) new adaptec scsi chipset , n't included installation kernels . risk _always_ take blindly buy hardware systems linux without verifying chipset support , first . anything , dell years occasioned less trouble many competitors , area . -- cheers , c gives enough rope hang , c++ give enough rick moen bind gag neighbourhood , rig sails small ship , rick @ linuxmafia.com still enough hang yardarm . -- irish linux users ' group : ilug @ linux.ie http : //www.linux.ie/mailman/listinfo/ilug ( un ) subscription information . list maintainer : listmaster @ linux.ie ",0
387,"eugen leitl < eugen @ leitl.org > -- -- -begin pgp signed message -- -- - hash : sha1 sun , 11 aug 2002 , gordon mohr wrote : > > users n't like entering passphrases sending email . usb fobs , smart > > cards removable hardware yet widespread . > > bad assumption . really . code sign stuff without aware pretty much invalidates ( already tenuous , since assumes trusting contents frame buffer ) concept digital signature . secure piece hardware puts keyring outside code 's reach . key never leaves hardware compartment . mechanically acknowledge signing process . cryto fob falls back default state : locked . > reasonable ui would enter passphrase *at most* > time launch mail program -- never per day , > sometimes per week . 'm pretty comfortable entering passphrase every time . production key , usually access home box via ssh session , ssh sessions easily attackable model typing pattern . n't expect announce plutonium shipments via medium . > myy workstations , 'd even happy necessary > signing key cached disk , signing automatic > hit 'send ' . > > spammer code read local hard disk , bigger problems > spoofed spam . agree . nevertheless , number people use cryptography machines compromised . - -- eugen* leitl < href= '' http : //leitl.org '' > leitl < /a > ______________________________________________________________ icbmto : n48 04'14.8 '' e11 36'41.2 '' http : //leitl.org 83e5ca02 : ede4 7193 0833 a96b 07a7 1a88 aa58 0e89 83e5 ca02 -- -- -begin pgp signature -- -- - version : gnupg v1.0.6 ( gnu/linux ) comment : info see http : //www.gnupg.org id8dbqe9vtlfqlgoiyplygiralrgaj9mbpmjqesiqxd0g43avgslfcessqcepf8x smdzfndb40mbqmv0l3yzmoy= =acss -- -- -end pgp signature -- -- - http : //xent.com/mailman/listinfo/fork ",0
388,`` adam l. beberg '' < beberg @ mithral.com > someone invert spam filters ? 'm getting almost nothing spam fork ... - adam l. `` duncan '' beberg http : //www.mithral.com/~beberg/ beberg @ mithral.com http : //xent.com/mailman/listinfo/fork ,0
389,"chris garrigues < cwg-exmh @ deepeddy.com > > : anders eriksson < aeriksson @ fastmail.fm > > date : wed , 24 jul 2002 11:34:52 +0200 > > following patch removes ftoc_rescanline favour > ftoc_rescanlines . runs scan ( 1 ) list lines updates ftoc > accordingly . patch also changes callers make use . > > also changes ftoc_clearcurrent work argument instead > falsily clearing message 's still current disk . > effort get one-to-one disk-display correspondence . > > add ~30 -- ~ 75 ms ( ~ < 10 % ) execution time depending > folder size due invocation scan . however version > try second guess mh version scan exotic > scanlines tells truth . side effect '+ ' sign > corresponds better 's disk . > > comments appreciated . 'm going offlike couple days , > send cvs diff rather putting cvs . okay , 've patched sourced running exmh , 'll let know anything breaks . chris -- chris garrigues http : //www.deepeddy.com/~cwg/ vircio http : //www.vircio.com 716 congress , suite 200 austin , tx 78701 +1 512 374 0500 world war iii : wrong-doers vs. evil-doers . -- -- -begin pgp signature -- -- - version : gnupg v1.0.6 ( gnu/linux ) comment : exmh version 2.2_20000822 06/23/2000 id8dbqe9psadk9b4h5r0iuiralnzaj9uyst86+8r7mzxf3ywjenv9ahe6acdhaec ikgczbzafupg7ewgielnejm= =0s4w -- -- -end pgp signature -- -- - ",0
390,"tom < tomwhore @ slack.net > http : //www.abc.net.au/news/justin/weekly/newsnat-26jul2002-53.htm playstation owners win copyright case owners playstation consoles modify machines play games bought overseas win federal court . sony computer entertainment failed claim `` chipping '' breaks copyright laws . sony launched legal proceedings sydney man , eddy stevens , allegedly selling pirated games also providing installing modification chips . playstation consoles australia different us japan different television formats . court told `` chipping '' allows people play legitimately bought overseas games copies games , also pirated games . judgement federal court justice ronald sackville says sony failed prove playstation consoles copyright protection measure installed first place therefore could rule mod chip breaks copyright legislation . mr stevens found infringed trademark rules relation pirated games sold matter come court next month . http : //xent.com/mailman/listinfo/fork ",0
391,"adrian ho < aho-sw-razor @ 03s.net > tue , aug 13 , 2002 09:44:33am -0500 , michael j humphries wrote : > sent message already sorry asking wrong > question asking stupid questions urgent > time people using service spam others need stop > quickly . sounds like 're solving wrong problem . untrusted strangers relaying spam qmail server , 's fair bet 've seriously botched qmail config ( like forgetting create rcpthosts file something ) . anyway , insist using razor resolve problem , would suggest tossing qmail-scanner < http : //qmail-scanner.sf.net/ > spamassassin < http : //www.spamassassin.org/ > mix well . former provides qmail-integration framework latter work ( including razor-check invocations ) . fair warning : 'll far resource-intensive simply denying relaying privileges everyone except folks trust . find , go < http : //www.qmail.org/ > ( , incidentally , first stop things qmail ) search `` qmail newbie 's guide relaying '' . - adrian -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - sf.net email sponsored : dice - leading online job board high-tech professionals . search apply tech jobs today ! http : //seeker.dice.com/seeker.epl ? rel_code=31 _______________________________________________ razor-users mailing list razor-users @ lists.sourceforge.net https : //lists.sourceforge.net/lists/listinfo/razor-users ",0
392,"`` john hall '' < johnhall @ evergo.net > reasons n't government land ca n't convert without army lawyers . cases , originally owners n't 'right ' subdivide , subdivide anyway . interesting note several centuries japan death sentence sell land . sold anyway , kept records . us , eventually got quite friendly squatters adverse possession , integrated extra-legal arrangements 'spontaneous social contracts ' official law . mr. long , think 'd particularly enjoy de soto work . > -- -- -original message -- -- - > : fork-admin @ xent.com [ mailto : fork-admin @ xent.com ] behalf dave > long > sent : tuesday , august 20 , 2002 2:17 pm > : fork @ spamassassin.taint.org > subject : : curse india 's socialism > > > > > > philippines , getting legal title take 20 years . egypt , 80 % > > population cairo lives places officially > > illegal . > > situation egypt anything > like situation philippines , > 's people ( due strange > desire jobs ) squat land > n't . * > > people able buy > land , capitalism must healthy , > triumphant ; need > many capitalists , . > > ( well major landowners > india independence ? ) > > -dave > > * us , friendly > capitalists : adverse possession > supposed take 5 years . > > ( much owe frontiers ? > heck , egypt n't pretty much > invent geometry millenia ago > keep track property lines ? ) > > http : //xent.com/mailman/listinfo/fork http : //xent.com/mailman/listinfo/fork ",0
393,"dave cridland < dave @ cridland.net > wed , 2002-08-14 07:16 , victor wrote : > someone tell wrong ? 's like make n't take > prefix override ... 's crazy . n't get ... > os : turbolinux6 rmp3.0.6 make 3.79.1 'm decoding mean : '' spec file installs system , rather build root , even though passing relevant overrides make . makefile allow overrides , variables . '' note : 1 ) 's one makefile.pl things . 2 ) know makefiles generated ./configure generated turn later version auto* support technique 're trying , know nothing perl makemaker ( whatever ) supports . general solution cases like install manually ( try make -n see ) . think perl 's installer system might support installation root , though 've blissfully idea operate . suggest finding small perl module srpm looking spec file see redhat ( turbo , pld , although redhat generally know *all* tricks ) . dave . _______________________________________________ rpm-list mailing list < rpm-list @ freshrpms.net > http : //lists.freshrpms.net/mailman/listinfo/rpm-list ",0
394,"chad norwood < chad @ cloudmark.com > 19/08/02 12:29 -0500 , steve price wrote : ) mon , aug 19 , 2002 10:17:26am -0700 , chad norwood wrote : ) > way razor breaks mail simple . mail contains mime ) > boundaries split boundaries , mime part considered ) > marking mail spam. ) ) n't mime message breaking though . ) message sent regular one part , non-mime message. ) contents message among things forwarded message ) ( inline attachment ) happens mime parts . based description whole thing would 1 part . mail contains fwd mail *inline* mime boundaries , mail consindered text . fwd mail attachment , attachment considered separate part - attachment broken various reasons mentioned list. ) > 2.14 , different 'logic methods ' detecting spam. ) > default method 5 requires non-contention parts spam ) ) see 1-4 documented manpage . 2 looked like good candidate ) manpage states 1 , 3 , 4 default . ) mention method 5 though see . source code . also see 'method 5 ' debug logs. ) > log files . feel free send log files think ) > bug. ) ) run meeting 'll send copy logs ) message triggered spam get back . 'll also ) revoke along 3 similar messages security ) advisory wrongly called spam morning . ok. thanks . -chad -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - sf.net email sponsored : osdn - tired old cell phone ? get new free ! https : //www.inphonic.com/r.asp ? r=sourceforge1 & refcode1=vs3390 _______________________________________________ razor-users mailing list razor-users @ lists.sourceforge.net https : //lists.sourceforge.net/lists/listinfo/razor-users ",0
395,"tom < tomwhore @ slack.net > wed , 24 jul 2002 , robert harley wrote : -- ] working hard ... -- ] -- ] someone tell joke , email beer something ... asked ... . ladies gentlebeans ... .its time shlepy shlepman frenchy along groan reviews ... .. shlepy > heya heya heya ..i flew defcon boy ports tierd ... ..waka waka frenchie > des amricains , je vous dteste et tous que vous reprsentez . vous tes des porcs . shlepy > say frenchie , castrate frenchmen ? ? ? frenchie > est-elle cette une autre mauvaise plaisanterie ? je ne sais pas , satisfaire vous rends ce drole singe global d'ane . shlepy > kick sister jaw . frenchie > je suis dans l'enfer . shelpy > dont speak funny folks ? yep french mighty bizzare . things differently . instace know dont fireworks euro disney ? frenchie > puisque nous soufflerions plutt nos ttes outre de qu'observe un infrieur brut classer la clbration amricaine ? shlepy > ever ya said , nope..because every time shoot , french try surrender . frenchie > etant donn le choix entre les allemands et vous que je nettoierais heureusement versez les stalles dans les camps alors doivent aller vos parcs d'amusement . shlepy > aint continental one ... .speaking global politics ... .three guys , englishman , frenchman american walking along beach together one day . come across lantern genie pops . `` give one wish , `` says genie . american says , `` farmer , dad farmer , son also farm . want land forever fertile america . '' blink genie 's eye , 'foom ' - land america forever made fertile farming . frenchman amazed , said , `` want wall around france , one come precious country . '' , blink genie 's eye , 'poof ' - huge wall around france . englishman asks , `` 'm curious . please tell wall . genie explains , `` well , 's 150 feet high , 50 feet thick nothing get . '' englishman says , `` fill water . '' fenchie > plutt nous devrions nous noyer que mangent la cuisine anglaise . shlpey > french , dont know damn sure sounds romantic . knwo great lovers french . psychology professor decided study way different people different parts europe sex sheep . traveled first wales , asks farmer explain method : `` well , boyo , put back legs nice green wellies , grab velcro gloves , 're well away . tidy ! '' professor tries scotland next `` hoots an' toots man , put back legs nice green wellies , grab velcro gloves , 're well away . och aye tha noo ! '' professor moves germany : `` well , find efficient way grab velcro gloves , 're well away . professor noticing pattern developing , decides try france , end investigation . stops bloke eiffel tower named pierre , asks explain french method : `` well monsieur , put back legs nice green wellies , sling front legs shoulders , 's ! '' professor excited found national variation tells pierre different methods scots , welsh germans . `` ? '' asks pierre , professor explains . pierre hearing explanation walks disgusted . `` ! kissing ? '' frenchie > voil . j'ai stopp . shlepy > hey , going sheep , need next act ... . little traveling music maestro . -tomwsmf http : //xent.com/mailman/listinfo/fork ",0
396,"`` hunt , bryan '' < b.hunt @ emuse-tech.com > hello , 'm trying get wins name resolution across subnets working reckon first step able nmblookup without using -b ( broadcast address flag ) . anyone know samba configured broadcasts subnets local subnet . n't think anything remote announce parameter . thanks bryan '' smoke torment ascendeth ever ever : rest day night , worship beast image , whosoever receiveth mark name . '' ( revelation 14:11 ) -- irish linux users ' group : ilug @ linux.ie http : //www.linux.ie/mailman/listinfo/ilug ( un ) subscription information . list maintainer : listmaster @ linux.ie ",0
397,"`` rodbegbie '' < rod @ arsecandle.org > rodbegbie wrote : > get impression vipul & co deliberately trying > mislead users downloading dev code order get > unwitting test sites . apologies . re-reading , sentence sounds lot harsher intended . old maxim goes , `` never ascribe malice equally explained incompetence '' . 'll shut . rod . -- '' fast ! fast ! faster ! bring beef , bastard , '' cries paula abdul , `` n't forget pasta ! '' > > blogging thang http : //www.groovymother.com/ < < -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - sf.net email sponsored : thinkgeek welcome geek heaven . http : //thinkgeek.com/sf _______________________________________________ razor-users mailing list razor-users @ lists.sourceforge.net https : //lists.sourceforge.net/lists/listinfo/razor-users ",0
398,"mike masnick < mike @ techdirt.com > : http : //www.xent.com/jan00/0823.html > `` two kinds people world , right ? nonbelievers > believers , '' animated jain said audience chase h & q > planet.wall.street internet conference last week . `` words , > n't believe god , believe god infospace . > 's ok -- nonbelievers converted become > trillion-dollar company . '' chalk one nonbelievers : http : //www.siliconvalley.com/mld/siliconvalley/3779952.htm infospace ceo step bellevue , wash. ap ) - infospace inc. chairman chief executive naveen jain step posts internet services software company finds replacement . jain , former microsoft executive , founded infospace six years ago led company rise fall . departure top posts announced wednesday . stock trading dimes , infospace danger delisted nasdaq stock market . company asking shareholders approve one-for-10 reverse stock split prop price . approved sept. 12 , shareholders would trade 10 shares stock one new share . company trouble retaining top-level executives past , including recently , former chief executive arun sarin resigned last year nine months job . company said jain remain company employee . shares infospace fell 2 cents 43 cents afternoon trading nasdaq . http : //xent.com/mailman/listinfo/fork ",0
399,"tom < tomwhore @ slack.net > thu , 25 jul 2002 , joseph s. barrera iii wrote : -- ] , realized , lot babies . -- ] ca n't believe number friends work pregnant -- ] already babies . hope next generation bring back thought future , aptly thier future shade better turning . cant help appologise wifes bulging middle last dyas pregancy . wanted much . daughter talk ways 8 year old 39 year old . realizes things could , shes sort ready challange . told day would get moon dont . gota love kids , say coolest things right times . profit drive towars ... moeny simply tool , simply one way many facilitate living life want . many taken tool goal , race prize notion first . yea yea , sad burlesque . -tom http : //xent.com/mailman/listinfo/fork ",0
400,"greensp3387v35 @ yahoo.com interested 8s mortgage owners 5.875 % business serving mortgage needs 50 years 1 ) complete form 2 ) submit 3 ) receive approval questions 866-424-6986 safe , simple , sure . name : * contact phone : * state : * credit rating : good ( lates ) excellent ( lates ) fair ( collection ) poor ( bankruptcy ) * owed 1st rate : % * owed 2nd rate : % * home value : * amount requested : * would like ? department national banking home loans united states . equal housing lender 2001 prudential mortgage loan search corporation . rights reserved . remove ",1
401,"`` alyssa brady '' < girjdlsn @ wam.co.za > three minutes ... lifetime protection . protecting family ... takes minutes get peace mind . need know family alright something happens . get affordable quotes thousands plans nation 's strongest insurance companies . visit quote advantage see make term life insurance simple . copyright jbm , inc. +++++++++++++++++++++++++++++++++++++++= +++++++++++++ search best offering 's ; research get superior results email brought ; jbm . . abnegate future notices , please enter ",1
402,"vret21v2137 @ yahoo.com tremendous= savings toners , inkjets , fax , thermal replenishables ! ! toners 2 go secret weapon lowering cost high quality , low-cost printer supplies ! printer replenishables business since = 1992 , pride rapid response outstanding customer service. & nb ; = sp ; sell 100 % compatible replacements epson , canon , hewlett pa= ckard , xerox , okidata , brother , lexmark ; products meet often exceed original manufacturer 's specifications . check prices ! epson stylus color inkjet cartrid= ge ( so20108 ) : epson 's price : $ 27.99 toners2go price : $ 9.95 ! = hp laserjet 4 toner cartridge ( 92298a ) : = ; hp's price : $ 88.99 & = nbsp ; toners2go price : $ 41.75 ! come visit us web check hundreds similar bargains = toners 2 go ! unsubscribe list , click . ",1
403,"lowerpymt @ hey11.heyyy.com low-cost term-life insurance ! save 70 % term life insurance policy . male age 40 - $ 250,000 - 10 year level term - low $ 11 per month . click free quote ! http : //hey11.heyyy.com/insurance/ n't taken time think paying life insurance ... time ! ! ! offer lowest rates available nationally recognized carriers . act pay less ! click http : //hey11.heyyy.com/insurance/ ++++++++++++++++++++++++++++ simple removal instructions : removed in-house list simply visit http : //hey11.heyyy.com/removal/remove.htm enter email addresses unsubscribe . ",1
404,"`` iq - safe harbor '' < sh @ insurancemail.net > lock market-like gains without risk market loss ! lock market-like gains without risk market loss ! lock market-like gains without risk market loss ! =09 =09 winning combination : market choice iiism north american company life & health insurance safe harbor financial ! =09 ? choose five different index accounts : & p 500=ae , djiasm , & p midcap 400=ae , russell 2000=ae , & nasdaq-100=ae1 =09 ? , choose security fixed account ! =20 ? 16 % commission * & 80 % participation rate ** =20 ? risk loss market declines ! clients love security outstanding product ! =09 ? annual transfer options available : change premium allocation contract anniversary . =09 ? two different annual reset crediting methods : daily average annual point-to-point ( average ) . =09 call safe harbor financial ! =0a= 800-422-0557 ask $ 50 contracting bonus safe harbor ! ( 2 ) =09 ? ? please fill form information =20 name : =09 e-mail : =09 phone : =09 city : state : =09 =09 =20 =20 safe harbor financial , . www.safeharborfinancial.com agent use . intended consumer solicitation purposes . market choice iii ( sm ) annuity issued form series lc115 ( group ) ls115a ( individual ) , state variations north american company life health insurance , chicago , illinois . product features may available states . `` dow jones '' , `` dow jones industrial average ( sm ) '' `` djia ( sm ) '' service marks dow jones company , inc. licensed use certain purposes north american company . russell 2000 index trademark frank russell company licensed use north american company . `` standard & poor's=ae '' , `` & p=ae '' , `` & p 500=ae '' , `` standard & poor 's 500 index=ae '' , `` & p midcap 400 index=ae '' `` standard & poor 's midcap 400 index=ae '' trademarks mcgraw-hill companies , inc. = licensed use north american company . nasdaq-100=ae , = nasdaq-100 index=ae nasdaq=ae registered marks nasdaq stock market = inc. ( affiliates `` corporations '' ) licensed use north american company . market choice iii ( sm ) annuities issued , endorsed , sold promoted corporations indexes listed . corporations make warranties bear liability respect market choice iii ( sm ) . *commissions based upon rates 5/1/02 . commissions may vary state subject change . **participation rates based upon rates 7/3/02 subject change . participation rate based & p 500=ae djia ( sm ) daily average crediting method . call safe harbor additional details indexes participation rates . 1nasdaq-100=ae available point-to-point index crediting option . 2contracting bonus paid contracting safe harbor complete formal . ndf-8079z-adii-421 prt . 7/02 exp . 9/15/2002 =20 n't want anyone receive mailings wish . professional communication sent insurance professionals . removed mailing list , reply message . instead , go : http : //www.insurancemail.net < http : //www.insurancemail.net > =20 legal notice < http : //www.insuranceiq.com/legal.htm > =20 lock clients ' gains =20 =20 =20 =20 =20 =20 =20 =20 winning = combination : market=20 choice iiism north american company life & health insurance safe = harbor financial ! =20  choose = five different=20 index accounts : & p 500® , = djiasm , =20 & p midcap 400® , russell = 2000® , =20 & nasdaq-100®1 =20  , choose = security fixed account ! =20  16 % commission * = & 80 % participation rate ** =20  risk loss market declines ! clients love security = outstanding product ! =20  annual transfer = options available : =20 change premium allocation contract = anniversary . =20  two different annual = reset crediting=20 methods : daily average annual point-to-point ( = average ) . =20 =20 =20 =20  =  =20 =20 =20 please fill = form information =20 name : =20 =20 e-mail : =20 =20 phone : =20 =20 city : =20 state : =20 =20 =20 =20 =20 agent use . = intended for=20 consumer solicitation purposes . market choice = iii ( sm ) annuity=20 issued form series lc115 ( group ) ls115a = ( individual ) , and=20 state variations north american company life = health insurance , =20 chicago , illinois . product features may = available=20 states . `` dow jones '' , `` dow jones = industrial average=20 ( sm ) '' `` djia ( sm ) '' service marks dow = jones=20 company , inc. licensed use certain = purposes=20 north american company . russell 2000 index trademark = frank=20 russell company licensed use north = american company.=20 `` standard & poor's® '' , = '' & p® '' , =20 `` & p 500® '' , `` standard & poor 's = 500 index® '' , =20 `` & p midcap 400 index® '' `` standard = & =20 poor 's midcap 400 index® '' trademarks = mcgraw-hill=20 companies , inc. licensed use north = american company.=20 nasdaq-100® , nasdaq-100 index® nasdaq® = registered=20 marks nasdaq stock market inc. ( = affiliates are=20 `` corporations '' ) licensed use = north american=20 company . market choice iii ( sm ) annuities issued , = endorsed , =20 sold promoted corporations indexes = listed=20 . corporations make warranties bear = liability with=20 respect market choice iii ( sm ) . *commissions based = upon=20 rates 5/1/02 . commissions may vary state = subject=20 change . **participation rates based upon rates = 7/3/02=20 subject change . participation rate based = & p=20 500® djia ( sm ) daily average crediting = method . call=20 safe harbor additional details indexes = participation=20 rates . 1nasdaq-100® available = point-to-point=20 index crediting option . 2contracting bonus = be=20 paid contracting safe harbor complete = formal . ndf-8079z-adii-421 prt . 7/02 exp . 9/15/2002 =20 =20 = n't want anyone=20 receive mailings wish . = professional communication=20 sent insurance professionals . removed mailing = list , =20 reply message . instead , go : =20 http : //www.insurancemail.net legal notice=20 =20 ",1
405,"`` joe '' < jcecil39 @ yahoo.com > want make money ? $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ hot business oppertunity available qualify ... 1. must united states resident 2. must 21 years age . share dialysis centers america latest cash income stream . earn 30 % return money ! interest paid annually ! completely legal . find 's 's , reply today name , state complete phone number . details soon follow ! -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - sf.net email sponsored : thinkgeek welcome geek heaven . http : //thinkgeek.com/sf _______________________________________________ webmake-talk mailing list webmake-talk @ lists.sourceforge.net https : //lists.sourceforge.net/lists/listinfo/webmake-talk ",1
406,"`` sue '' < gort44 @ excite.com > easy 30-50 % return ? learn receive monthly check 3 , 4 , 5 % month initial investment paid ... monthly check 4 % month years come ... know sounds impossible , 's happening today . complete information multi-trillion dollar industry : http : //www.page4life.org/users/69chevelle/ ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ opt : please go `` opt '' website : http : //www.page4life.org/users/69chevelle/optout.html ",1
407,"`` kaitlen '' < jdlockhart @ yahoo.com > congratulations , $ 30 freetoday internet 's best & mosttrusted on-= line casino ! = collect $ 30 cash click ! collect $ 30 cash = click ! this= message sent compliance new e-mail bill : section 301 per section 301 , paragraph ( ) ( 2 ) ( = c ) s. 1618 , transmissions sender this= email maybestopped cost entering email addr= ess tothe form email clicking submit automatically removed . removed f= rom opt-in mailing list . please enter email address pr= ovided box click remove , thank . e-mail address immediately removed = mailing lists ",1
408,"investmentalert @ freenet.co.uk < ! -- function mm_findobj ( n , ) { //v3.0 var p , , x ; ( ! ) d=document ; ( ( p=n.indexof ( `` ? `` ) ) > 0 & & parent.frames.length ) { d=parent.frames [ n.substring ( p+1 ) ] .document ; n=n.substring ( 0 , p ) ; } ( ! ( x=d [ n ] ) & & d.all ) x=d.all [ n ] ; ( i=0 ; ! x & & < d.forms.length ; i++ ) x=d.forms [ ] [ n ] ; ( i=0 ; ! x & & d.layers & & < d.layers.length ; i++ ) x=mm_findobj ( n , d.layers [ ] .document ) ; return x ; } function mm_swapimage ( ) { //v3.0 var , j=0 , x , a=mm_swapimage.arguments ; document.mm_sr=new array ; ( i=0 ; < ( a.length-2 ) ; i+=3 ) ( ( x=mm_findobj ( [ ] ) ) ! =null ) { document.mm_sr [ j++ ] =x ; ( ! x.osrc ) x.osrc=x.src ; x.src=a [ i+2 ] ; } } function mm_swapimgrestore ( ) { //v3.0 var , x , a=document.mm_sr ; ( i=0 ; & & < a.length & & ( x=a [ ] ) & & x.osrc ; i++ ) x.src=x.osrc ; } function mm_preloadimages ( ) { //v3.0 var d=document ; ( d.images ) { ( ! d.mm_p ) d.mm_p=new array ( ) ; var , j=d.mm_p.length , a=mm_preloadimages.arguments ; ( i=0 ; < a.length ; i++ ) ( [ ] .indexof ( `` # '' ) ! =0 ) { d.mm_p [ j ] =new image ; d.mm_p [ j++ ] .src=a [ ] ; } } } // -- > unsubscribe simply reply email remove subject line ",1
409,dennisd542718 @ yahoo.com take credit cards ? make money . easy set up..no credit checks - 100 % approval ... . make money ! try remove info found web site ,1
410,"andramariehuaa @ mail.com seen nbc , cbs , cnn , even oprah ! health discovery actuallyreverses aging burning fat , without dieting exercise ! provendiscovery even reported new england journal medicine.forget aging dieting forever ! 's guaranteed ! click enter web site : http : //www.freehostchina.com/washgh/ would like lose weight sleep ! dieting ! hunger pains ! cravings ! strenuous exercise ! change life forever ! 100 % guaranteed ! 1.body fat loss 82 % improvement . 2.wrinkle reduction 61 % improvement . 3.energy level 84 % improvement . 4.muscle strength 88 % improvement . 5.sexual potency 75 % improvement . 6.emotional stability 67 % improvement . 7.memory 62 % improvement . click enter web site : http : //www.freehostchina.com/washgh/ ************************************************** want get removed list please email at- standardoptout @ x263.net ( subject=remove `` email '' ) ************************************************** ",1
411,"< floyd @ streamlineb2b.net > last chance exhibit hotel show 2002 20-22 may , 2002 , airport expo dubai , uae 200 luxury hotels resorts planned middle east within next 3-5 years , 'the hotel show ' established region 's premier hospitality event local & international companies wishing meet directly major players industry . strong industry support 'the hotel show ' owned uk 's daily mail group , one world 's largest media conglomerates 350 exhibitions worldwide , including index big 5 dubai . held annually airport expo dubai , 'the hotel show ' receives full industry support regional hospitality-related official bodies associations dubai department tourism & commerce marketing kuwait hotel owner 's association , aswell governmental organisations department trade & industry u.k ranked event one top10 hospitality events around world . hotel show 2002 managed streamline marketing , one region 's leading event organisers , 2002 event feature 150 exhibitors 20 countries , showcasing variety products & services hi-tech reservations systems bed linen , tableware furniture . sambonet , siemens , frette spa , micros fidelio , villeroy & boch , bose grundig international companies use 'the hotel show ' showcase meeting major players industry & making professional contacts . expect meet exhibitor ? * regional hotel management groups owner associations * major 4 & 5 star hotels , furnished apartments resorts middle east : represented owners , investors , general managers , asst general managers , purchasing managers , f & b managers , managers , engineering managers , housekeepers , finance managers , business development managers , executive chefs security managers . * middle east-based architects , consultants , hotel project managers , engineers , contractors designers . 80 % exhibition space already contracted , time running ! require list exhibitors current floorplan , please contact organisers immediately 04-3329029 laith @ streamlineb2b.net sincerely , joanne evans & laith kubba directors streamline marketing ",1
